月度,城市名称,平均相对湿度(%),平均温度（摄氏度）,降水量（毫米）,日照时数（小时）
2013-12-01,成都市,79.0,6.0,7.6,72.5
2014-01-01,成都市,80.0,6.0,1.1,98.1
2014-02-01,成都市,83.0,6.7,8.7,13.0
2014-03-01,成都市,79.0,11.9,13.0,45.1
2014-04-01,成都市,78.0,17.9,46.2,88.8
2014-05-01,成都市,74.0,20.4,51.9,102.0
2014-06-01,成都市,84.0,22.9,132.2,55.5
2014-07-01,成都市,84.0,25.3,389.5,145.8
2014-08-01,成都市,87.0,24.0,180.8,86.1
2014-09-01,成都市,87.0,21.6,51.6,56.8
2014-10-01,成都市,86.0,17.7,77.8,63.2
2014-11-01,成都市,85.0,11.8,16.5,39.2
2014-12-01,成都市,79.0,5.8,5.7,82.2
2015-01-01,成都市,84.0,6.8,3.1,27.3
2015-02-01,成都市,77.0,8.6,2.8,60.8
2015-03-01,成都市,77.0,13.3,8.1,75.1
2015-04-01,成都市,77.0,17.6,87.4,127.2
2015-05-01,成都市,70.0,22.0,51.8,163.0
2015-06-01,成都市,79.0,23.9,90.8,83.7
2015-07-01,成都市,79.0,25.1,92.2,191.2
2015-08-01,成都市,86.0,,291.9,110.0
2015-09-01,成都市,88.0,21.1,205.7,31.4
2015-10-01,成都市,83.0,18.2,23.0,75.6
2015-11-01,成都市,87.0,13.5,9.8,40.8
2015-12-01,成都市,88.0,7.4,13.6,52.3
2016-01-01,成都市,80.0,5.7,11.4,60.4
2016-02-01,成都市,75.0,7.3,25.0,110.4
2016-03-01,成都市,77.0,13.1,33.9,63.5
2016-04-01,成都市,82.0,17.6,59.2,81.6
2016-05-01,成都市,76.0,20.8,89.3,105.8
2016-06-01,成都市,80.0,24.7,80.3,130.4
2016-07-01,成都市,86.0,25.9,349.9,123.5
2016-08-01,成都市,83.0,26.5,173.0,171.1
2016-09-01,成都市,88.0,21.5,126.3,76.4
2016-10-01,成都市,83.0,17.9,13.6,53.0
2016-11-01,成都市,84.0,11.9,20.7,63.3
2016-12-01,成都市,85.0,8.5,1.3,49.1
2017-01-01,成都市,81.0,7.3,4.3,51.7
2017-02-01,成都市,81.0,8.2,20.5,37.7
2017-03-01,成都市,81.0,11.1,33.9,57.5
2017-04-01,成都市,76.0,17.2,57.9,115.5
2017-05-01,成都市,71.0,21.5,33.7,155.1
2017-06-01,成都市,80.0,23.4,72.1,94.7
2017-07-01,成都市,81.0,26.7,383.3,230.3
2017-08-01,成都市,85.0,25.9,249.0,129.2
2017-09-01,成都市,86.0,22.3,38.6,66.3
2017-10-01,成都市,90.0,16.5,61.5,29.8
2017-11-01,成都市,83.0,12.4,10.7,72.4
2017-12-01,成都市,80.0,6.5,1.4,116.5
2018-01-01,成都市,75.0,4.9,2.0,78.3
2018-02-01,成都市,74.0,7.1,11.4,84.5
2018-03-01,成都市,79.0,14.5,33.9,110.3
2018-04-01,成都市,76.0,18.3,48.5,154.8
2018-05-01,成都市,74.0,22.0,127.5,119.2
2018-06-01,成都市,84.0,23.8,253.3,103.7
2018-07-01,成都市,90.0,25.6,381.6,109.4
2018-08-01,成都市,83.0,26.6,175.9,205.5
2018-09-01,成都市,87.0,21.8,155.5,68.7
2018-10-01,成都市,88.0,15.9,33.7,65.4
2018-11-01,成都市,88.0,10.6,13.9,67.0
2018-12-01,成都市,85.0,6.5,13.2,35.9
2019-01-01,成都市,82.0,5.8,6.4,51.3
2019-02-01,成都市,80.0,7.2,10.4,47.8
2019-03-01,成都市,79.0,12.15,34.4,76.1
2019-04-01,成都市,80.0,18.9,47.4,127.7
2019-05-01,成都市,85.0,19.8,118.3,68.1
2019-06-01,成都市,82.0,24.3,47.5,99.8
2019-07-01,成都市,89.0,24.6,279.4,77.1
2019-08-01,成都市,85.0,25.7,218.8,137.0
2019-09-01,成都市,93.0,20.6,248.8,37.7
2019-10-01,成都市,88.0,17.3,76.2,41.6
2019-11-01,成都市,86.0,12.0,19.9,23.6
2019-12-01,成都市,82.0,8.0,0.3,70.7
2020-01-01,成都市,83.0,7.1,13.0,62.7
2020-02-01,成都市,76.0,9.7,4.2,73.3
2020-03-01,成都市,74.0,13.5,25.3,88.1
2020-04-01,成都市,73.0,16.0,25.7,104.3
2020-05-01,成都市,69.0,22.6,59.5,128.0
2020-06-01,成都市,78.0,24.8,104.4,99.8
2020-07-01,成都市,84.0,25.0,101.8,77.6
2020-08-01,成都市,87.0,24.8,747.2,103.0
2020-09-01,成都市,87.0,21.2,52.8,47.5
2020-10-01,成都市,85.0,15.9,60.0,21.9
2020-11-01,成都市,83.0,13.0,4.2,27.2
2020-12-01,成都市,85.0,5.6,13.7,94.0
1996-01-01,大连市,55.0,-3.1,14.9,194.2
1996-02-01,大连市,48.0,-2.4,0.1,235.5
1996-03-01,大连市,52.0,3.2,12.1,218.2
1996-04-01,大连市,53.0,8.9,35.7,258.1
1996-05-01,大连市,57.0,17.0,34.7,295.7
1996-06-01,大连市,77.0,20.6,93.4,211.2
1996-07-01,大连市,87.0,22.4,192.6,161.1
1996-08-01,大连市,82.0,23.6,191.5,209.5
1996-09-01,大连市,72.0,20.7,39.5,269.2
1996-10-01,大连市,62.0,13.3,31.5,225.7
1996-11-01,大连市,58.0,4.9,11.4,189.5
1996-12-01,大连市,60.0,2.0,3.0,179.4
1997-01-01,大连市,56.0,-4.7,6.5,212.0
1997-02-01,大连市,58.0,-1.2,20.0,205.6
1997-03-01,大连市,56.0,4.9,4.7,260.7
1997-04-01,大连市,44.0,12.2,2.9,287.1
1997-05-01,大连市,59.0,16.1,67.0,248.0
1997-06-01,大连市,62.0,22.0,68.8,295.5
1997-07-01,大连市,76.0,26.0,61.3,285.6
1997-08-01,大连市,78.0,25.8,244.0,262.6
1997-09-01,大连市,62.0,19.8,16.3,237.3
1997-10-01,大连市,51.0,13.4,3.8,274.3
1997-11-01,大连市,63.0,6.3,11.0,150.0
1997-12-01,大连市,61.0,0.4,22.4,166.4
1998-01-01,大连市,53.0,-4.0,1.9,185.6
1998-02-01,大连市,53.0,1.1,15.6,178.9
1998-03-01,大连市,54.0,5.6,23.4,225.6
1998-04-01,大连市,75.0,10.6,16.9,195.0
1998-05-01,大连市,67.0,16.2,57.1,242.6
1998-06-01,大连市,82.0,19.1,52.3,200.1
1998-07-01,大连市,87.0,23.1,142.3,127.1
1998-08-01,大连市,82.0,24.0,375.9,200.0
1998-09-01,大连市,74.0,21.9,92.6,257.2
1998-10-01,大连市,64.0,16.8,29.5,201.0
1998-11-01,大连市,62.0,6.0,9.5,169.4
1998-12-01,大连市,56.0,1.5,1.8,195.3
1999-01-01,大连市,52.0,-1.1,0.0,207.0
1999-02-01,大连市,56.0,0.6,0.1,199.0
1999-03-01,大连市,61.0,3.3,14.5,213.0
1999-04-01,大连市,68.0,10.0,19.8,229.0
1999-05-01,大连市,55.0,16.9,10.5,301.0
1999-06-01,大连市,67.0,21.5,57.9,277.0
1999-07-01,大连市,76.0,25.4,34.8,272.0
1999-08-01,大连市,75.0,25.1,39.3,267.0
1999-09-01,大连市,63.0,21.5,16.3,247.0
1999-10-01,大连市,58.0,14.2,26.1,227.0
1999-11-01,大连市,65.0,6.5,30.5,191.0
1999-12-01,大连市,56.0,-0.1,0.6,217.0
2000-01-01,大连市,62.0,-6.4,13.2,182.7
2000-02-01,大连市,56.0,-2.6,1.0,220.3
2000-03-01,大连市,51.0,5.1,2.2,279.2
2000-04-01,大连市,51.0,10.9,10.9,272.9
2000-05-01,大连市,68.0,15.7,33.7,263.3
2000-06-01,大连市,62.0,23.6,50.8,290.5
2000-07-01,大连市,80.0,25.2,134.0,219.4
2000-08-01,大连市,82.0,25.4,87.2,213.7
2000-09-01,大连市,66.0,21.9,20.3,273.4
2000-10-01,大连市,60.0,13.3,42.6,186.7
2000-11-01,大连市,59.0,5.0,15.0,148.2
2000-12-01,大连市,61.0,0.2,8.3,154.2
2001-01-01,大连市,64.0,-5.6,19.5,158.3
2001-02-01,大连市,62.0,-2.6,7.4,165.0
2001-03-01,大连市,51.0,3.7,1.5,264.8
2001-04-01,大连市,49.0,10.9,27.6,246.5
2001-05-01,大连市,60.0,18.2,9.9,309.1
2001-06-01,大连市,71.0,23.0,52.7,239.3
2001-07-01,大连市,83.0,24.6,132.2,198.9
2001-08-01,大连市,76.0,24.7,107.8,256.3
2001-09-01,大连市,64.0,21.3,26.5,256.1
2001-10-01,大连市,70.0,15.2,85.3,210.1
2001-11-01,大连市,55.0,6.9,10.7,217.1
2001-12-01,大连市,48.0,-1.9,4.8,193.9
2002-01-01,大连市,51.0,-1.0,0.7,192.0
2002-02-01,大连市,57.0,2.1,,175.0
2002-03-01,大连市,47.0,6.6,6.9,235.0
2002-04-01,大连市,50.0,11.2,61.5,270.0
2002-05-01,大连市,53.0,18.1,9.7,252.0
2002-06-01,大连市,67.0,20.3,81.9,264.0
2002-07-01,大连市,77.0,24.7,43.9,214.0
2002-08-01,大连市,73.0,24.5,32.7,247.0
2002-09-01,大连市,56.0,21.9,34.5,247.0
2002-10-01,大连市,59.0,11.7,24.6,164.0
2002-11-01,大连市,55.0,3.8,15.3,182.0
2002-12-01,大连市,51.0,-2.4,0.9,32.0
2003-01-01,大连市,57.0,-4.2,9.7,207.0
2003-02-01,大连市,57.0,-0.5,9.8,187.0
2003-03-01,大连市,53.0,3.9,0.6,213.0
2003-04-01,大连市,52.0,11.4,82.5,249.0
2003-05-01,大连市,61.0,17.0,18.2,272.0
2003-06-01,大连市,66.0,20.5,59.9,183.0
2003-07-01,大连市,80.0,22.5,106.0,166.0
2003-08-01,大连市,77.0,23.5,82.1,203.0
2003-09-01,大连市,69.0,20.7,91.8,176.0
2003-10-01,大连市,62.0,14.0,44.5,202.0
2003-11-01,大连市,58.0,5.5,10.6,132.0
2003-12-01,大连市,53.0,0.4,5.5,180.0
2004-01-01,大连市,53.0,-3.1,0.9,163.5
2004-02-01,大连市,50.0,1.3,8.8,195.3
2004-03-01,大连市,46.0,5.0,4.1,223.1
2004-04-01,大连市,52.0,12.0,33.1,276.9
2004-05-01,大连市,57.0,16.9,43.0,243.4
2004-06-01,大连市,66.0,22.1,67.0,190.0
2004-07-01,大连市,83.0,24.1,150.5,228.5
2004-08-01,大连市,80.0,23.7,215.1,174.0
2004-09-01,大连市,76.0,21.1,46.5,202.7
2004-10-01,大连市,59.0,15.4,18.9,228.4
2004-11-01,大连市,64.0,7.9,15.1,172.9
2004-12-01,大连市,61.0,-0.6,11.9,167.0
2005-01-01,大连市,54.0,-3.9,0.6,228.2
2005-02-01,大连市,54.0,-4.7,13.1,198.2
2005-03-01,大连市,50.0,2.5,1.8,269.6
2005-04-01,大连市,53.0,10.8,43.0,245.7
2005-05-01,大连市,61.0,15.4,134.6,286.6
2005-06-01,大连市,81.0,20.3,166.0,246.9
2005-07-01,大连市,85.0,24.8,100.6,204.4
2005-08-01,大连市,86.0,24.2,173.3,218.6
2005-09-01,大连市,73.0,21.4,87.1,235.7
2005-10-01,大连市,64.0,14.7,16.2,253.4
2005-11-01,大连市,60.0,8.9,12.0,195.8
2005-12-01,大连市,62.0,-3.8,20.2,166.6
2017-01-01,大连市,57.0,-2.0,9.9,184.2
2017-02-01,大连市,51.0,,3.1,185.8
2017-03-01,大连市,44.0,5.6,,271.2
2017-04-01,大连市,45.0,13.4,21.8,274.3
2017-05-01,大连市,54.0,17.9,24.5,308.1
2017-06-01,大连市,59.0,22.2,18.4,289.9
2017-07-01,大连市,78.0,25.8,36.2,178.9
2017-08-01,大连市,78.0,25.0,315.7,206.2
2017-09-01,大连市,70.0,22.2,4.1,225.5
2017-10-01,大连市,58.0,13.8,81.4,172.5
2017-11-01,大连市,48.0,6.0,5.5,211.9
2017-12-01,大连市,49.0,-0.6,1.1,175.5
2018-01-01,大连市,50.0,-4.6,9.0,164.8
2018-02-01,大连市,53.0,-2.4,3.6,187.4
2018-03-01,大连市,56.0,4.5,2.7,236.7
2018-04-01,大连市,55.0,10.9,27.8,242.6
2018-05-01,大连市,62.0,17.1,70.7,265.2
2018-06-01,大连市,73.0,21.0,50.5,233.9
2018-07-01,大连市,83.0,25.0,8.1,194.6
2018-08-01,大连市,73.0,27.0,326.1,242.1
2018-09-01,大连市,61.0,21.0,4.3,244.4
2018-10-01,大连市,57.0,13.9,28.1,240.7
2018-11-01,大连市,58.0,7.7,8.9,159.9
2018-12-01,大连市,54.0,-0.8,26.2,153.0
2019-01-01,大连市,49.0,-1.1,,204.7
2019-02-01,大连市,47.0,-0.8,4.3,161.6
2019-03-01,大连市,51.0,6.1,13.4,253.6
2019-04-01,大连市,47.0,11.3,23.0,258.5
2019-05-01,大连市,48.0,18.9,15.0,302.4
2019-06-01,大连市,71.0,20.8,12.6,242.1
2019-07-01,大连市,76.0,25.2,8.3,206.3
2019-08-01,大连市,74.0,25.2,337.8,203.7
2019-09-01,大连市,65.0,21.7,37.7,207.7
2019-10-01,大连市,60.0,14.6,13.8,215.8
2019-11-01,大连市,54.0,6.8,50.9,158.7
2019-12-01,大连市,59.0,0.7,26.2,154.7
2020-01-01,大连市,60.0,-1.1,4.4,164.5
2020-02-01,大连市,68.0,0.2,20.6,148.9
2020-03-01,大连市,50.0,6.0,3.3,245.4
2020-04-01,大连市,42.0,11.1,19.8,294.7
2020-05-01,大连市,71.0,15.2,196.8,181.2
2020-06-01,大连市,69.0,21.6,49.9,236.8
2020-07-01,大连市,77.0,23.2,102.6,203.7
2020-08-01,大连市,85.0,24.6,276.7,153.9
2020-09-01,大连市,68.0,21.3,67.8,212.9
2020-10-01,大连市,55.0,14.8,34.0,216.7
2020-11-01,大连市,58.0,7.6,66.4,172.5
2020-12-01,大连市,55.0,-0.7,10.3,169.0
1996-01-01,福州市,73.0,11.4,15.4,79.9
1996-02-01,福州市,71.0,9.9,62.4,109.2
1996-03-01,福州市,81.0,13.2,196.2,85.9
1996-04-01,福州市,73.0,15.7,154.9,130.7
1996-05-01,福州市,77.0,21.4,204.4,83.4
1996-06-01,福州市,79.0,27.9,151.2,154.3
1996-07-01,福州市,73.0,29.5,80.1,186.2
1996-08-01,福州市,81.0,27.9,313.2,160.6
1996-09-01,福州市,75.0,26.4,69.0,119.9
1996-10-01,福州市,72.0,22.9,11.3,150.0
1996-11-01,福州市,70.0,19.3,74.9,67.1
1996-12-01,福州市,67.0,13.1,5.7,167.7
1997-01-01,福州市,71.0,11.1,48.7,110.2
1997-02-01,福州市,77.0,11.7,108.9,63.9
1997-03-01,福州市,81.0,15.4,149.4,91.9
1997-04-01,福州市,78.0,18.8,90.9,97.8
1997-05-01,福州市,77.0,23.3,226.4,143.7
1997-06-01,福州市,82.0,25.5,282.7,115.8
1997-07-01,福州市,80.0,28.1,180.8,158.8
1997-08-01,福州市,81.0,27.9,269.3,122.7
1997-09-01,福州市,79.0,24.3,238.0,99.8
1997-10-01,福州市,76.0,22.0,82.2,137.3
1997-11-01,福州市,73.0,19.1,62.0,142.2
1997-12-01,福州市,80.0,14.0,93.0,76.0
1998-01-01,福州市,80.0,11.0,123.2,64.2
1998-02-01,福州市,83.0,12.4,210.6,61.7
1998-03-01,福州市,85.0,13.9,193.3,79.3
1998-04-01,福州市,79.0,22.1,69.8,134.2
1998-05-01,福州市,83.0,23.9,154.5,60.4
1998-06-01,福州市,83.0,26.6,137.4,70.5
1998-07-01,福州市,76.0,29.8,35.5,181.7
1998-08-01,福州市,74.0,29.7,15.0,214.9
1998-09-01,福州市,73.0,26.1,91.7,133.7
1998-10-01,福州市,70.0,23.8,149.3,133.6
1998-11-01,福州市,71.0,19.2,26.4,112.8
1998-12-01,福州市,72.0,14.8,21.8,83.6
1999-01-01,福州市,72.0,12.3,87.9,91.0
1999-02-01,福州市,68.0,13.1,17.4,144.0
1999-03-01,福州市,81.0,14.1,169.5,63.0
1999-04-01,福州市,73.0,18.7,159.8,105.0
1999-05-01,福州市,79.0,21.9,199.9,117.0
1999-06-01,福州市,80.0,27.4,52.4,142.0
1999-07-01,福州市,81.0,28.2,202.5,159.0
1999-08-01,福州市,79.0,28.1,254.0,176.0
1999-09-01,福州市,76.0,27.0,264.8,184.0
1999-10-01,福州市,70.0,22.9,71.8,98.0
1999-11-01,福州市,70.0,18.1,4.7,98.0
1999-12-01,福州市,61.0,12.9,8.0,138.0
2000-01-01,福州市,74.0,12.3,57.3,87.1
2000-02-01,福州市,83.0,10.1,97.4,21.4
2000-03-01,福州市,72.0,15.1,28.7,96.0
2000-04-01,福州市,80.0,18.5,230.0,86.1
2000-05-01,福州市,70.0,24.0,35.7,188.0
2000-06-01,福州市,81.0,26.3,420.2,174.1
2000-07-01,福州市,76.0,28.6,171.0,202.1
2000-08-01,福州市,81.0,27.6,260.6,153.7
2000-09-01,福州市,67.0,26.5,19.6,200.1
2000-10-01,福州市,75.0,23.6,45.5,89.8
2000-11-01,福州市,77.0,18.0,121.5,57.3
2000-12-01,福州市,76.0,15.0,72.7,93.8
2001-01-01,福州市,76.0,12.9,108.1,100.8
2001-02-01,福州市,80.0,12.9,48.2,76.3
2001-03-01,福州市,76.0,15.6,114.7,145.4
2001-04-01,福州市,80.0,18.2,135.6,107.8
2001-05-01,福州市,81.0,23.2,173.0,110.2
2001-06-01,福州市,82.0,26.8,202.2,147.5
2001-07-01,福州市,76.0,29.1,178.7,219.1
2001-08-01,福州市,76.0,28.8,96.1,184.0
2001-09-01,福州市,73.0,26.3,130.8,102.2
2001-10-01,福州市,69.0,22.9,13.3,172.0
2001-11-01,福州市,64.0,17.3,16.3,165.7
2001-12-01,福州市,77.0,13.6,56.0,100.8
2002-01-01,福州市,70.0,12.2,88.1,129.0
2002-02-01,福州市,72.0,13.3,18.6,124.0
2002-03-01,福州市,75.0,17.1,69.0,122.0
2002-04-01,福州市,76.0,20.8,102.5,140.0
2002-05-01,福州市,75.0,24.0,192.8,139.0
2002-06-01,福州市,79.0,27.0,233.0,163.0
2002-07-01,福州市,77.0,28.7,114.1,169.0
2002-08-01,福州市,78.0,28.2,198.7,137.0
2002-09-01,福州市,74.0,25.6,205.3,125.0
2002-10-01,福州市,74.0,22.0,77.7,109.0
2002-11-01,福州市,73.0,17.4,33.4,102.0
2002-12-01,福州市,79.0,14.0,75.2,30.0
2003-01-01,福州市,68.0,10.9,58.9,141.0
2003-02-01,福州市,78.0,13.0,23.3,91.0
2003-03-01,福州市,73.0,14.2,68.8,107.0
2003-04-01,福州市,79.0,19.9,133.7,114.0
2003-05-01,福州市,76.0,23.1,128.9,133.0
2003-06-01,福州市,76.0,26.0,134.3,128.0
2003-07-01,福州市,66.0,31.4,17.1,322.0
2003-08-01,福州市,72.0,30.0,110.8,218.0
2003-09-01,福州市,70.0,27.6,59.4,165.0
2003-10-01,福州市,65.0,22.5,23.5,200.0
2003-11-01,福州市,68.0,19.5,16.5,107.0
2003-12-01,福州市,63.0,12.9,1.4,176.0
2004-01-01,福州市,67.0,11.0,32.3,85.4
2004-02-01,福州市,66.0,14.0,74.3,156.4
2004-03-01,福州市,72.0,13.6,146.8,91.7
2004-04-01,福州市,66.0,19.4,67.2,142.9
2004-05-01,福州市,73.0,23.9,150.4,163.2
2004-06-01,福州市,66.0,26.6,82.9,192.3
2004-07-01,福州市,66.0,29.5,64.8,266.0
2004-08-01,福州市,67.0,29.7,116.6,216.4
2004-09-01,福州市,73.0,26.1,195.3,148.9
2004-10-01,福州市,54.0,21.7,1.4,242.5
2004-11-01,福州市,62.0,19.3,28.4,137.6
2004-12-01,福州市,66.0,14.5,34.2,125.5
2005-01-01,福州市,67.0,9.8,8.1,74.4
2005-02-01,福州市,79.0,10.5,138.4,34.1
2005-03-01,福州市,67.0,12.8,93.4,100.3
2005-04-01,福州市,70.0,19.7,53.5,137.9
2005-05-01,福州市,78.0,22.8,352.6,66.8
2005-06-01,福州市,75.0,26.3,122.4,123.8
2005-07-01,福州市,67.0,29.6,286.8,246.5
2005-08-01,福州市,69.0,29.0,96.7,154.4
2005-09-01,福州市,67.0,27.6,261.4,174.8
2005-10-01,福州市,64.0,23.0,263.2,120.2
2005-11-01,福州市,65.0,19.8,17.4,111.1
2005-12-01,福州市,59.0,12.2,11.5,124.9
2006-01-01,福州市,75.0,12.5,12.8,80.5
2006-02-01,福州市,72.0,12.5,74.1,52.6
2006-03-01,福州市,75.0,14.0,162.8,108.8
2006-04-01,福州市,76.0,19.4,180.0,78.9
2006-05-01,福州市,77.0,22.3,294.9,59.9
2006-06-01,福州市,80.0,26.5,353.6,142.0
2006-07-01,福州市,72.0,29.4,408.7,233.6
2006-08-01,福州市,70.0,29.0,179.0,231.0
2006-09-01,福州市,67.0,25.9,51.1,173.5
2006-10-01,福州市,62.0,24.4,,172.7
2006-11-01,福州市,68.0,19.8,108.4,127.9
2006-12-01,福州市,65.0,14.1,79.3,102.9
2007-01-01,福州市,69.0,11.9,43.0,95.8
2007-02-01,福州市,71.0,14.0,81.0,119.4
2007-03-01,福州市,75.0,15.6,82.3,88.9
2007-04-01,福州市,69.0,17.9,158.8,121.0
2007-05-01,福州市,69.0,24.2,65.3,161.3
2007-06-01,福州市,78.0,26.6,211.9,111.5
2007-07-01,福州市,62.0,31.3,28.1,277.5
2007-08-01,福州市,72.0,28.5,264.8,132.8
2007-09-01,福州市,66.0,26.6,24.3,106.7
2007-10-01,福州市,61.0,23.0,57.8,130.6
2007-11-01,福州市,58.0,17.7,39.1,121.5
2007-12-01,福州市,70.0,15.2,53.2,76.8
2008-01-01,福州市,72.0,11.0,70.3,66.6
2008-02-01,福州市,63.0,9.1,46.9,77.6
2008-03-01,福州市,63.0,15.3,68.7,154.6
2008-04-01,福州市,73.0,19.3,148.3,102.7
2008-05-01,福州市,71.0,22.8,266.4,145.4
2008-06-01,福州市,75.0,26.7,247.6,146.8
2008-07-01,福州市,72.0,29.0,325.6,200.4
2008-08-01,福州市,71.0,29.0,104.4,189.5
2008-09-01,福州市,68.0,27.9,40.8,151.7
2008-10-01,福州市,71.0,23.7,118.5,93.4
2008-11-01,福州市,62.0,18.0,35.1,134.7
2008-12-01,福州市,62.0,13.5,12.2,130.4
2009-01-01,福州市,64.0,10.7,23.7,147.4
2009-02-01,福州市,74.0,15.5,12.4,93.5
2009-03-01,福州市,75.0,14.2,115.3,92.5
2009-04-01,福州市,64.0,18.8,104.6,123.6
2009-05-01,福州市,62.0,23.1,70.5,179.5
2009-06-01,福州市,76.0,26.3,262.1,128.1
2009-07-01,福州市,73.0,29.4,211.6,196.7
2009-08-01,福州市,74.0,29.3,378.3,176.9
2009-09-01,福州市,69.0,28.1,24.0,120.4
2009-10-01,福州市,59.0,23.2,11.4,167.6
2009-11-01,福州市,73.0,17.3,94.1,90.7
2009-12-01,福州市,73.0,12.7,66.7,88.7
2010-01-01,福州市,76.0,12.0,63.4,77.9
2010-02-01,福州市,80.0,13.3,138.8,75.1
2010-03-01,福州市,76.0,14.8,166.1,122.4
2010-04-01,福州市,78.0,16.8,326.2,75.2
2010-05-01,福州市,80.0,22.2,173.9,99.5
2010-06-01,福州市,82.0,24.8,315.0,61.0
2010-07-01,福州市,72.0,29.9,122.8,217.1
2010-08-01,福州市,68.0,30.0,53.2,234.2
2010-09-01,福州市,75.0,27.7,132.2,149.6
2010-10-01,福州市,68.0,21.8,61.7,85.2
2010-11-01,福州市,67.0,17.6,10.8,116.8
2010-12-01,福州市,63.0,13.4,40.4,171.6
2011-01-01,福州市,66.0,8.0,19.7,35.2
2011-02-01,福州市,71.0,11.4,51.5,88.0
2011-03-01,福州市,58.0,12.7,38.1,88.3
2011-04-01,福州市,62.0,19.4,34.8,162.3
2011-05-01,福州市,82.0,22.0,251.0,124.1
2011-06-01,福州市,72.0,28.8,99.0,144.2
2011-07-01,福州市,76.0,29.3,258.5,202.3
2011-08-01,福州市,73.0,29.2,228.3,213.9
2011-09-01,福州市,71.0,26.7,40.9,115.4
2011-10-01,福州市,69.0,21.9,45.4,97.7
2011-11-01,福州市,75.0,19.9,155.0,56.7
2011-12-01,福州市,63.0,12.7,22.7,66.7
2012-01-01,福州市,84.0,10.0,158.6,14.6
2012-02-01,福州市,81.0,10.6,165.4,34.9
2012-03-01,福州市,75.0,14.6,86.5,101.3
2012-04-01,福州市,80.0,20.0,251.9,95.3
2012-05-01,福州市,79.0,23.0,264.5,76.4
2012-06-01,福州市,79.0,26.5,251.8,97.1
2012-07-01,福州市,70.0,29.9,52.8,227.9
2012-08-01,福州市,74.0,28.8,282.5,175.0
2012-09-01,福州市,71.0,25.8,163.5,134.0
2012-10-01,福州市,61.0,22.4,14.8,188.0
2012-11-01,福州市,74.0,17.7,158.2,76.1
2012-12-01,福州市,74.0,12.8,62.9,70.7
2013-01-01,福州市,72.0,10.6,3.7,80.9
2013-02-01,福州市,79.0,12.7,44.3,56.0
2013-03-01,福州市,73.0,15.1,103.7,137.3
2013-04-01,福州市,71.0,17.4,122.0,90.8
2013-05-01,福州市,81.0,22.9,244.4,91.6
2013-06-01,福州市,80.0,26.7,196.5,137.4
2013-07-01,福州市,69.0,29.8,72.9,248.9
2013-08-01,福州市,72.0,29.6,139.5,196.7
2013-09-01,福州市,69.0,26.8,53.3,141.9
2013-10-01,福州市,60.0,22.9,3.0,181.6
2013-11-01,福州市,70.0,17.8,64.0,111.1
2013-12-01,福州市,63.0,12.0,90.2,104.2
2014-01-01,福州市,64.0,11.8,4.8,164.0
2014-02-01,福州市,76.0,11.5,120.2,66.7
2014-03-01,福州市,75.0,14.9,88.5,95.2
2014-04-01,福州市,74.0,19.2,167.6,118.9
2014-05-01,福州市,81.0,22.5,304.1,76.2
2014-06-01,福州市,80.0,26.5,261.7,129.9
2014-07-01,福州市,73.0,30.1,210.0,239.3
2014-08-01,福州市,78.0,29.1,363.6,189.3
2014-09-01,福州市,72.0,28.6,42.0,157.2
2014-10-01,福州市,64.0,23.3,3.6,166.8
2014-11-01,福州市,72.0,19.3,27.3,69.0
2014-12-01,福州市,60.0,12.3,34.6,119.2
2015-01-01,福州市,67.0,11.6,41.5,123.9
2015-02-01,福州市,73.0,12.5,12.4,84.1
2015-03-01,福州市,76.0,14.7,51.0,99.5
2015-04-01,福州市,68.0,20.3,109.5,151.6
2015-05-01,福州市,81.0,23.0,265.9,88.8
2015-06-01,福州市,79.0,27.9,167.1,173.7
2015-07-01,福州市,75.0,28.3,140.5,140.9
2015-08-01,福州市,77.0,27.9,417.6,145.9
2015-09-01,福州市,78.0,25.3,273.3,99.0
2015-10-01,福州市,73.0,22.8,81.3,111.2
2015-11-01,福州市,80.0,19.9,60.7,75.4
2015-12-01,福州市,80.0,14.0,157.4,25.0
2016-01-01,福州市,81.0,11.1,195.6,33.5
2016-02-01,福州市,72.0,11.3,85.3,89.1
2016-03-01,福州市,76.0,13.7,169.1,98.3
2016-04-01,福州市,85.0,19.7,220.1,55.7
2016-05-01,福州市,81.0,24.2,91.2,98.5
2016-06-01,福州市,80.0,27.9,179.5,130.0
2016-07-01,福州市,73.0,29.8,208.8,241.0
2016-08-01,福州市,75.0,29.0,229.8,178.5
2016-09-01,福州市,76.0,26.6,654.6,106.9
2016-10-01,福州市,81.0,24.5,116.2,85.5
2016-11-01,福州市,78.0,18.7,100.6,70.7
2016-12-01,福州市,70.0,15.5,12.6,99.5
2017-01-01,福州市,75.0,13.5,32.5,85.6
2017-02-01,福州市,70.0,12.2,55.8,109.8
2017-03-01,福州市,79.0,13.9,180.3,75.5
2017-04-01,福州市,74.0,19.8,197.7,130.5
2017-05-01,福州市,75.0,23.9,61.1,117.7
2017-06-01,福州市,90.0,25.5,477.6,98.3
2017-07-01,福州市,68.0,30.3,136.3,273.5
2017-08-01,福州市,73.0,29.9,205.0,229.9
2017-09-01,福州市,69.0,28.9,45.8,190.8
2017-10-01,福州市,64.0,23.9,14.2,152.0
2017-11-01,福州市,72.0,18.7,64.3,59.6
